False,False,False,0
False,False,False,-0,3138123
False,False,False,-0,3334469
False,False,False,-0,3542497
False,False,False,-0,3732082
False,False,False,-0,3918504
False,False,False,-0,4127289
False,False,False,-0,4322603
False,False,False,-0,4521778
False,False,False,-0,4705841
False,False,False,-0,4905017
False,False,False,-0,5084203
False,False,False,-0,5269337
False,False,False,-0,5445105
False,False,False,-0,5631958
False,False,False,-0,5816061
False,False,False,-0,5996966
False,False,False,-0,6183126
False,False,False,-0,6372139
False,False,False,-0,6547412
False,False,False,-0,6732353
False,False,False,-0,6904163
False,False,False,-0,7059934
False,False,False,-0,7203253
False,False,False,-0,7349932
False,False,False,-0,7488285
False,False,False,-0,7618868
False,False,False,-0,773874
False,False,False,-0,7860948
False,False,False,-0,7967645
False,False,False,-0,8076112
False,False,False,-0,8173478
False,False,False,-0,8270351
False,False,False,-0,8357138
False,False,False,-0,8442298
False,False,False,-0,852686
False,False,False,-0,8604617
False,False,False,-0,8673961
False,False,False,-0,8741676
False,False,False,-0,880915
False,False,False,-0,8869388
False,False,False,-0,8930955
False,False,False,-0,8985407
False,False,False,-0,9038988
False,False,False,-0,9090313
False,False,False,-0,9135814
False,False,False,-0,9181643
False,False,False,-0,9225777
False,False,False,-0,926658
False,False,False,-0,9303228
False,False,False,-0,9341775
False,False,False,-0,9374606
False,False,False,-0,9405511
False,False,False,-0,9437563
False,False,False,-0,9468138
False,False,False,-0,9494966
False,False,False,-0,9521771
False,False,False,-0,954634
False,False,False,-0,9572089
False,False,False,-0,9594567
False,False,False,-0,9615778
False,False,False,-0,9636579
False,False,False,-0,9665252
False,False,False,-0,9682168
False,False,False,-0,9701406
False,False,False,-0,9718173
False,False,False,-0,9733645
False,False,False,-0,9748063
False,False,False,-0,976153
False,False,False,-0,9774588
False,False,False,-0,9786243
False,False,False,-0,9797515
False,False,False,-0,980816
False,False,False,-0,9817756
False,False,False,-0,9827914
False,False,False,-0,9836737
False,False,False,-0,9845884
False,False,False,-0,9853784
False,False,False,-0,9861603
False,False,False,-0,9868955
False,False,False,-0,987579
False,False,False,-0,98826
False,False,False,-0,9888778
False,False,False,-0,9894463
False,False,False,-0,9899998
False,False,False,-0,990538
False,False,False,-0,9910032
False,False,False,-0,9914699
False,False,False,-0,9919382
False,False,False,-0,9923595
False,False,False,-0,9927722
False,False,False,-0,9931356
False,False,False,-0,9935147
False,False,False,-0,9938773
False,False,False,-0,9942019
False,False,False,-0,9945099
False,False,False,-0,994821
False,False,False,-0,9950883
False,False,False,-0,9953636
False,False,False,-0,9956576
False,False,False,-0,9958883
False,False,False,-0,996123
False,False,False,-0,9963281
False,False,False,-0,9965172
False,False,False,-0,9967192
False,False,False,-0,9968846
False,False,False,-0,997054
False,False,False,-0,9972032
False,False,False,-0,9973653
False,False,False,-0,997498
False,False,False,-0,9976413
False,False,False,-0,9977597
False,False,False,-0,9978815
False,False,False,-0,9979948
False,False,False,-0,9980946
False,False,False,-0,9981948
False,False,False,-0,9982938
False,False,False,-0,998386
False,False,False,-0,998473
False,False,False,-0,9985473
False,False,False,-0,998624
False,False,False,-0,9986962
False,False,False,-0,9987698
False,False,False,-0,9988298
False,False,False,-0,9988939
False,False,False,-0,9989498
False,False,False,-0,9990039
False,False,False,-0,9990559
False,False,False,-0,9991103
False,False,False,-0,9991538
False,False,False,-0,9991984
False,False,False,-0,9992431
False,False,False,-0,9992831
False,False,False,-0,9993203
False,False,False,-0,999357
False,False,False,-0,999391
False,False,False,-0,999423
False,False,False,-0,9994537
False,False,False,-0,9994835
False,False,False,-0,9995109
False,False,False,-0,9995524
False,False,False,-0,9995907
False,False,False,-0,9996225
False,False,False,-0,9996447
False,False,False,-0,999665
False,False,False,-0,9996826
False,False,False,-0,9996999
False,False,False,-0,9997157
False,False,False,-0,9997301
False,False,False,-0,9997453
False,False,False,-0,9997597
False,False,False,-0,9997721
False,False,False,-0,9997842
False,False,False,-0,9997947
False,False,False,-0,9998058
False,False,False,-0,9998163
False,False,False,-0,999826
False,False,False,-0,9998347
False,False,False,-0,9998435
False,False,False,-0,9998512
False,False,False,-0,9998591
False,False,False,-0,9998671
False,False,False,-0,9998741
False,False,False,-0,9998804
False,False,False,-0,9998866
False,False,False,-0,9998929
False,False,False,-0,9998985
False,False,False,-0,9999039
False,False,False,-0,9999092
False,False,False,-0,9999138
False,False,False,-0,9999183
False,False,False,-0,9999225
False,False,False,-0,9999267
False,False,False,-0,9999306
False,False,False,-0,9999342
False,False,False,-0,9999376
False,False,False,-0,999941
False,False,False,-0,999944
False,False,False,-0,9999469
False,False,False,-0,9999499
False,False,False,-0,9999526
False,False,False,-0,9999554
False,False,False,-0,9999581
False,False,False,-0,9999608
False,False,False,-0,9999633
False,False,False,-0,9999653
False,False,False,-0,9999671
False,False,False,-0,9999688
False,False,False,-0,9999704
False,False,False,-0,999972
False,False,False,-0,9999737
False,False,False,-0,999975
False,False,False,-0,9999763
False,False,False,-0,9999776
False,False,False,-0,9999788
False,False,False,-0,9999799
False,False,False,-0,9999811
False,False,False,-0,9999821
False,False,False,-0,999983
False,False,False,-0,9999839
False,False,False,-0,9999848
False,False,False,-0,9999856
False,False,False,-0,9999864
False,False,False,-0,9999871
False,False,False,-0,9999878
False,False,False,-0,9999884
False,False,False,-0,9999891
False,False,False,-0,9999897
False,False,False,-0,9999902
False,False,False,-1,079438
False,False,False,-1,156589
False,False,False,-1,261473
False,False,False,-1,331445
False,False,False,-1,395842
False,False,False,-1,450511
False,False,False,-1,506453
False,False,False,-1,555526
False,False,False,-1,606215
False,False,False,-1,655509
False,False,False,-1,699467
False,False,False,-1,738809
False,False,False,-1,780317
False,False,False,-1,817067
False,False,False,-1,851947
False,False,False,-1,888942
False,False,False,-1,921134
False,False,False,-1,949207
False,False,False,-1,978133
False,False,False,-2,005922
False,False,False,-2,030455
False,False,False,-2,055054
False,False,False,-2,079308
False,False,False,-2,100395
False,False,False,-2,121754
False,False,False,-2,140919
False,False,False,-2,159386
False,False,False,-2,178352
False,False,False,-2,195175
False,False,False,-2,210491
False,False,False,-2,226399
False,False,False,-2,239955
False,False,False,-2,253107
False,False,False,-2,267365
False,False,False,-2,279808
False,False,False,-2,290722
False,False,False,-2,301554
False,False,False,-2,312108
False,False,False,-2,321674
False,False,False,-2,331832
False,False,False,-2,341103
False,False,False,-2,348825
False,False,False,-2,35719
False,False,False,-2,364386
False,False,False,-2,371635
False,False,False,-2,378785
False,False,False,-2,385046
False,False,False,-2,390877
False,False,False,-2,397172
False,False,False,-2,40429
False,False,False,-2,409502
False,False,False,-2,414409
False,False,False,-2,418968
False,False,False,-2,423074
False,False,False,-2,427193
False,False,False,-2,430917
False,False,False,-2,434587
False,False,False,-2,43787
False,False,False,-2,441152
False,False,False,-2,44427
False,False,False,-2,447178
False,False,False,-2,449951
False,False,False,-2,452718
False,False,False,-2,45509
False,False,False,-2,42999
False,False,False,-2,397582
False,False,False,-2,3759
False,False,False,-2,353975
False,False,False,-2,332325
False,False,False,-2,302169
False,False,False,-2,283102
False,False,False,-2,264546
False,False,False,-2,247381
False,False,False,-2,230543
False,False,False,-2,213806
False,False,False,-2,197122
False,False,False,-2,181221
False,False,False,-2,166495
False,False,False,-2,150265
False,False,False,-2,134437
False,False,False,-2,120178
False,False,False,-2,104941
False,False,False,-2,09002
False,False,False,-2,077059
False,False,False,-2,063558
False,False,False,-2,05055
False,False,False,-2,037064
False,False,False,-2,024715
False,False,False,-2,012156
False,False,False,-1,999711
False,False,False,-1,988297
False,False,False,-1,976468
False,False,False,-1,965229
False,False,False,-1,954006
False,False,False,-1,942539
False,False,False,-1,930874
False,False,False,-1,919386
False,False,False,-1,908626
False,False,False,-1,898293
False,False,False,-1,887889
False,False,False,-1,877085
False,False,False,-1,866893
False,False,False,-1,856964
False,False,False,-1,847021
False,False,False,-1,83648
False,False,False,-1,826939
False,False,False,-1,817242
False,False,False,-1,807325
False,False,False,-1,798115
False,False,False,-1,788729
False,False,False,-1,779008
False,False,False,-1,76883
False,False,False,-1,759267
False,False,False,-1,749976
False,False,False,-1,740161
False,False,False,-1,731111
False,False,False,-1,722022
False,False,False,-1,713077
False,False,False,-1,703654
False,False,False,-1,694859
False,False,False,-1,685877
False,False,False,-1,677017
False,False,False,-1,667894
False,False,False,-1,659407
False,False,False,-1,650955
False,False,False,-1,642896
False,False,False,-1,635572
False,False,False,-1,628694
False,False,False,-1,62224
False,False,False,-1,615748
False,False,False,-1,609514
False,False,False,-1,603869
False,False,False,-1,598291
False,False,False,-1,593415
False,False,False,-1,588546
False,False,False,-1,584012
False,False,False,-1,579545
False,False,False,-1,575506
False,False,False,-1,571568
False,False,False,-1,567867
False,False,False,-1,562235
False,False,False,-1,558965
False,False,False,-1,555891
False,False,False,-1,552774
False,False,False,-1,5501
False,False,False,-1,547398
False,False,False,-1,544798
False,False,False,-1,542418
False,False,False,-1,540235
False,False,False,-1,538134
False,False,False,-1,536071
False,False,False,-1,534065
False,False,False,-1,532358
False,False,False,-1,530658
False,False,False,-1,529
False,False,False,-1,527533
False,False,False,-1,52614
False,False,False,-1,524635
False,False,False,-1,523359
False,False,False,-1,522178
False,False,False,-1,521077
False,False,False,-1,519912
False,False,False,-1,518818
False,False,False,-1,517843
False,False,False,-1,516881
False,False,False,-1,516029
False,False,False,-1,515217
False,False,False,-1,514376
False,False,False,-1,513546
False,False,False,-1,512796
False,False,False,-1,512118
False,False,False,-1,511479
False,False,False,-1,510894
False,False,False,-1,510311
False,False,False,-1,50976
False,False,False,-1,509229
False,False,False,-1,508751
False,False,False,-1,508278
False,False,False,-1,507832
False,False,False,-1,507414
False,False,False,-1,506995
False,False,False,-1,506625
False,False,False,-1,506273
False,False,False,-1,505933
False,False,False,-1,505612
False,False,False,-1,505279
False,False,False,-1,505001
False,False,False,-1,504742
False,False,False,-1,504503
False,False,False,-1,504254
False,False,False,-1,504042
False,False,False,-1,503821
False,False,False,-1,503625
False,False,False,-1,503424
False,False,False,-1,503246
False,False,False,-1,503075
False,False,False,-1,502915
False,False,False,-1,502761
False,False,False,-1,50261
False,False,False,-1,502476
False,False,False,-1,502343
False,False,False,-1,502224
False,False,False,-1,502112
False,False,False,-1,501992
False,False,False,-1,501892
False,False,False,-1,50179
False,False,False,-1,501701
False,False,False,-1,501612
False,False,False,-1,501526
False,False,False,-1,501442
False,False,False,-1,50137
False,False,False,-1,501257
False,False,False,-1,501191
False,False,False,-1,50113
False,False,False,-1,501065
False,False,False,-1,50101
False,False,False,-1,500956
False,False,False,-1,500904
False,False,False,-1,500857
False,False,False,-1,500814
False,False,False,-1,500768
False,False,False,-1,500728
False,False,False,-1,500689
False,False,False,-1,500653
False,False,False,-1,500617
False,False,False,-1,500587
False,False,False,-1,500554
False,False,False,-1,500526
False,False,False,-1,500498
False,False,False,-1,500473
False,False,False,-1,500448
False,False,False,-1,500425
False,False,False,-1,500402
False,False,False,-1,50038
False,False,False,-1,500361
False,False,False,-1,500342
False,False,False,-1,500324
False,False,False,-1,500307
False,False,False,-1,500291
False,False,False,-1,500274
False,False,False,-1,500255
False,False,False,-1,500241
False,False,False,-1,500228
False,False,False,-1,500216
False,False,False,-1,500205
False,False,False,-1,500194
False,False,False,-1,500184
False,False,False,-1,500175
False,False,False,-1,500166
False,False,False,-1,500157
False,False,False,-1,500148
False,False,False,-1,528711
False,False,False,-1,562218
False,False,False,-1,585975
False,False,False,-1,609494
False,False,False,-1,632148
False,False,False,-1,654345
False,False,False,-1,675387
False,False,False,-1,694486
False,False,False,-1,714603
False,False,False,-1,733581
False,False,False,-1,7522
False,False,False,-1,769499
False,False,False,-1,787045
False,False,False,-1,803592
False,False,False,-1,819798
False,False,False,-1,835352
False,False,False,-1,852331
False,False,False,-1,866673
False,False,False,-1,881498
False,False,False,-1,896612
False,False,False,-1,910927
False,False,False,-1,924168
False,False,False,-1,937951
False,False,False,-1,951805
False,False,False,-1,964815
False,False,False,-1,977893
False,False,False,-1,990904
False,False,False,-2,003608
False,False,False,-2,016195
False,False,False,-2,028016
False,False,False,-2,047329
False,False,False,-2,059508
False,False,False,-2,070516
False,False,False,-2,082303
False,False,False,-2,092999
False,False,False,-2,103718
False,False,False,-2,114169
False,False,False,-2,125699
False,False,False,-2,137851
False,False,False,-2,149008
False,False,False,-2,159513
False,False,False,-2,169337
False,False,False,-2,179259
False,False,False,-2,189371
False,False,False,-2,19955
False,False,False,-2,209229
False,False,False,-2,218716
False,False,False,-2,228626
False,False,False,-2,237924
False,False,False,-2,247268
False,False,False,-2,256718
False,False,False,-2,26621
False,False,False,-2,275252
False,False,False,-2,284305
False,False,False,-2,294206
False,False,False,-2,303095
False,False,False,-2,311884
False,False,False,-2,321097
False,False,False,-2,330294
False,False,False,-2,339039
False,False,False,-2,347693
False,False,False,-2,355209
False,False,False,-2,363127
False,False,False,-2,370341
False,False,False,-2,377155
False,False,False,-2,383817
False,False,False,-2,389745
False,False,False,-2,395512
False,False,False,-2,400931
False,False,False,-2,406297
False,False,False,-2,41127
False,False,False,-2,415753
False,False,False,-2,420266
False,False,False,-2,42443
False,False,False,-2,428449
False,False,False,-2,432067
False,False,False,-2,4359
False,False,False,-2,439232
False,False,False,-2,442515
False,False,False,-2,445657
False,False,False,-2,448436
False,False,False,-2,451018
False,False,False,-2,453665
False,False,False,-2,456156
False,False,False,-2,458526
True,False,False,-2,461028
False,False,False,-2,463819
False,False,False,-2,46583
False,False,False,-2,467607
False,False,False,-2,469211
False,False,False,-2,471003
False,False,False,-2,472513
False,False,False,-2,473944
False,False,False,-2,475367
False,False,False,-2,476596
False,False,False,-2,477786
False,False,False,-2,478963
False,False,False,-2,480126
False,False,False,-2,481148
False,False,False,-2,482101
False,False,False,-2,483063
False,False,False,-2,484393
False,False,False,-2,48519
False,False,False,-2,485977
False,False,False,-2,486732
False,False,False,-2,487409
False,False,False,-2,48806
False,False,False,-2,488755
False,False,False,-2,489378
False,False,False,-2,490142
False,False,False,-2,49069
False,False,False,-2,491184
False,False,False,-2,491661
False,False,False,-2,49207
False,False,False,-2,492503
False,False,False,-2,492893
False,False,False,-2,493264
False,False,False,-2,493618
False,False,False,-2,493952
False,False,False,-2,494265
False,False,False,-2,494574
False,False,False,-2,494866
False,False,False,-2,49514
False,False,False,-2,495388
False,False,False,-2,495631
False,False,False,-2,495874
False,False,False,-2,496093
False,False,False,-2,496312
False,False,False,-2,496517
False,False,False,-2,496686
False,False,False,-2,496855
False,False,False,-2,497024
False,False,False,-2,49719
False,False,False,-2,497337
False,False,False,-2,497482
False,False,False,-2,497617
False,False,False,-2,497741
False,False,False,-2,497857
False,False,False,-2,49797
False,False,False,-2,498074
False,False,False,-2,498173
False,False,False,-2,498269
False,False,False,-2,498365
False,False,False,-2,498446
False,False,False,-2,498527
False,False,False,-2,498603
False,False,False,-2,498678
False,False,False,-2,498744
False,False,False,-2,498809
False,False,False,-2,498868
False,False,False,-2,498928
False,False,False,-2,498984
False,False,False,-2,499036
False,False,False,-2,499086
False,False,False,-2,499134
False,False,False,-2,499178
False,False,False,-2,49922
False,False,False,-2,499262
False,False,False,-2,499299
False,False,False,-2,499335
False,False,False,-2,499369
False,False,False,-2,499403
False,False,False,-2,499434
False,False,False,-2,499463
False,False,False,-2,499492
False,False,False,-2,499518
False,False,False,-2,499543
False,False,False,-2,499566
False,False,False,-2,499589
False,False,False,-2,49961
False,False,False,-2,49963
False,False,False,-2,49965
False,False,False,-2,499678
False,False,False,-2,499695
False,False,False,-2,49971
False,False,False,-2,499726
False,False,False,-2,49974
False,False,False,-2,499754
False,False,False,-2,499767
False,False,False,-2,499779
False,False,False,-2,49979
False,False,False,-2,499801
False,False,False,-2,499811
False,False,False,-2,499821
False,False,False,-2,49983
False,False,False,-2,499839
False,False,False,-2,499848
False,False,False,-2,499856
False,False,False,-2,499863
False,False,False,-2,499871
False,False,False,-2,499877
False,False,False,-2,499884
False,False,False,-2,49989
False,False,False,-2,499895
False,False,False,-2,499901
False,False,False,-2,499906
False,False,False,-2,499911
False,False,False,-2,499915
False,False,False,-2,499919
False,False,False,-2,499924
False,False,False,-2,499928
False,False,False,-2,499931
False,False,False,-2,499935
False,False,False,-2,499938
False,False,False,-2,499942
False,False,False,-2,499945
False,False,False,-2,499948
False,False,False,-2,49995
False,False,False,-2,499953
False,False,False,-2,499955
False,False,False,-2,499958
False,False,False,-2,49996
False,False,False,-2,499962
False,False,False,-2,499964
False,False,False,-2,499966
False,False,False,-2,499968
False,False,False,-2,49997
False,False,False,-2,499971
False,False,False,-2,499973
False,False,False,-2,499974
False,False,False,-2,499976
False,False,False,-2,499977
False,False,False,-2,499979
False,False,False,-2,49998
False,False,False,-2,499981
False,False,False,-2,499982
False,False,False,-2,499983
False,False,False,-2,499984
False,False,False,-2,499985
False,False,False,-2,499985
False,False,False,-2,499986
False,False,False,-2,499987
False,False,False,-2,499987
False,False,False,-2,499988
False,False,False,-2,499989
False,False,False,-2,499989
False,False,False,-2,49999
False,False,False,-2,49999
False,False,False,-2,499991
False,False,False,-2,499991
False,False,False,-2,499992
False,False,False,-2,499992
False,False,False,-2,499993
False,False,False,-2,499993
False,False,False,-2,499994
False,False,False,-2,499994
False,False,False,-2,499994
False,False,False,-2,499995
False,False,False,-2,499995
False,False,False,-2,499995
False,False,False,-2,499995
False,False,False,-2,499995
False,False,False,-2,499996
False,False,False,-2,499996
False,False,False,-2,499996
False,True,False,-2,499996
False,True,False,-2,499997
False,True,False,-2,499997
False,True,False,-2,499997
False,True,False,-2,499997
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499998
False,True,False,-2,499512
False,True,False,-2,498007
False,True,False,-2,496591
False,True,False,-2,494863
False,True,False,-2,492616
False,True,False,-2,490089
False,True,False,-2,487439
False,True,False,-2,484487
False,True,False,-2,481084
False,True,False,-2,477529
False,True,False,-2,473715
False,True,False,-2,469899
False,True,False,-2,465281
False,True,False,-2,460873
False,True,False,-2,45645
False,True,False,-2,451461
False,True,False,-2,446471
False,True,False,-2,441362
False,True,False,-2,435934
False,True,False,-2,430371
False,True,False,-2,425016
False,True,False,-2,419342
False,True,False,-2,413482
False,True,False,-2,407388
False,True,False,-2,401249
False,True,False,-2,395243
False,True,False,-2,388731
False,True,False,-2,382369
False,True,False,-2,375919
False,True,False,-2,369633
False,True,False,-2,362789
False,True,False,-2,35606
False,True,False,-2,349305
False,True,False,-2,34244
False,True,False,-2,335201
False,True,False,-2,328278
False,True,False,-2,321324
False,True,False,-2,313611
False,True,False,-2,306238
False,True,False,-2,299331
False,True,False,-2,2918
False,True,False,-2,284272
False,True,False,-2,276777
False,True,False,-2,269398
False,True,False,-2,256876
False,True,False,-2,249253
False,True,False,-2,241601
False,True,False,-2,233365
False,True,False,-2,225573
False,True,False,-2,218085
False,True,False,-2,2103
False,True,False,-2,202671
False,True,False,-2,195035
False,True,False,-2,187175
False,True,False,-2,179292
False,True,False,-2,171175
False,True,False,-2,163335
False,True,False,-2,155655
False,True,False,-2,147642
False,True,False,-2,139794
False,True,False,-2,132343
False,True,False,-2,125915
False,True,False,-2,118959
False,True,False,-2,112708
False,True,False,-2,106793
False,True,False,-2,10112
False,True,False,-2,095654
False,True,False,-2,090636
False,True,False,-2,08601
False,True,False,-2,08125
False,True,False,-2,076973
False,True,False,-2,073161
False,True,False,-2,069066
False,True,False,-2,065418
False,True,False,-2,062148
False,True,False,-2,058951
False,True,False,-2,055905
False,True,False,-2,052991
False,True,False,-2,050206
False,True,False,-2,047425
False,True,False,-2,044889
False,True,False,-2,042639
False,True,False,-2,040305
False,True,False,-2,038105
False,True,False,-2,035951
False,True,False,-2,034031
False,True,False,-2,032285
False,True,False,-2,030575
False,True,False,-2,028969
False,True,False,-2,02747
False,True,False,-2,026068
False,True,False,-2,024657
False,True,False,-2,023396
False,True,False,-2,022198
False,True,False,-2,020982
False,True,False,-2,019928
False,True,False,-2,018931
False,True,False,-2,017941
False,True,False,-2,016983
False,True,False,-2,016113
False,True,False,-2,015257
False,True,False,-2,014476
False,True,False,-2,01374
False,True,False,-2,01302
False,True,False,-2,012335
False,True,False,-2,011698
False,True,False,-2,011114
False,True,False,-2,010543
False,True,False,-2,010002
False,True,False,-2,009475
False,True,False,-2,008993
False,True,False,-2,008531
False,True,False,-2,008054
False,True,False,-2,007616
False,True,False,-2,007223
False,True,False,-2,006861
False,True,False,-2,006493
False,True,False,-2,006156
False,True,False,-2,005663
False,True,False,-2,005355
False,True,False,-2,005079
False,True,False,-2,004817
False,True,False,-2,004575
False,True,False,-2,004322
False,True,False,-2,004101
False,True,False,-2,003889
False,True,False,-2,003683
False,True,False,-2,003499
False,True,False,-2,00332
False,True,False,-2,003145
False,True,False,-2,00298
False,True,False,-2,00283
False,True,False,-2,002683
False,True,False,-2,002542
False,True,False,-2,002407
False,True,False,-2,002279
False,True,False,-2,002163
False,True,False,-2,00205
False,True,False,-2,001943
False,True,False,-2,001841
False,True,False,-2,001745
False,True,False,-2,001648
False,True,False,-2,001562
False,True,False,-2,001482
False,True,False,-2,001405
False,True,False,-2,001327
False,True,False,-2,001257
False,True,False,-2,001194
False,True,False,-2,001129
False,True,False,-2,00107
False,True,False,-2,001016
False,True,False,-2,000961
False,True,False,-2,000911
False,True,False,-2,000864
False,True,False,-2,000818
False,True,False,-2,000774
False,True,False,-2,000736
False,True,False,-2,000697
False,True,False,-2,000661
False,True,False,-2,000625
False,True,False,-2,000592
False,True,False,-2,000559
False,True,False,-2,00053
False,True,False,-2,000501
False,True,False,-2,000474
False,True,False,-2,000449
False,True,False,-2,000425
False,True,False,-2,000402
False,True,False,-2,000381
False,True,False,-2,000361
False,True,False,-2,00034
False,True,False,-2,000323
False,True,False,-2,000307
False,True,False,-2,00029
False,True,False,-2,000275
False,True,False,-2,000261
False,True,False,-2,000247
False,True,False,-2,000234
False,True,False,-2,000222
False,True,False,-2,00021
False,True,False,-2,000199
False,True,False,-2,000189
False,True,False,-2,000179
False,True,False,-2,00017
False,True,False,-2,000161
False,True,False,-2,000152
False,True,False,-2,000144
False,True,False,-2,000137
False,True,False,-2,000129
False,True,False,-2,000123
False,True,False,-2,000116
False,True,False,-2,00011
False,True,False,-2,000105
False,True,False,-2,000096
False,True,False,-2,000091
False,True,False,-2,000086
False,True,False,-2,000082
False,True,False,-2,000077
False,True,False,-2,000073
False,True,False,-2,00007
False,True,False,-2,000066
False,True,False,-2,000062
False,True,False,-2,000059
False,True,False,-2,000056
False,True,False,-2,000053
False,True,False,-2,00005
False,True,False,-2,000048
False,True,False,-2,000045
False,True,False,-2,000043
False,True,False,-2,000041
False,True,False,-2,000039
False,True,False,-2,000037
False,True,False,-2,000035
False,True,False,-2,000033
False,True,False,-2,000031
False,True,False,-2,00003
False,True,False,-2,000028
False,True,False,-2,000027
False,True,False,-2,000025
False,True,False,-2,000024
False,True,False,-2,000023
False,True,False,-2,000022
False,True,False,-2,000021
False,True,False,-2,000019
False,True,False,-2,000018
False,True,False,-2,000017
False,True,False,-2,000016
False,True,False,-2,000015
False,True,False,-2,000014
False,True,False,-2,000014
False,True,False,-2,000013
False,True,False,-2,000012
False,True,False,-2,000011
False,True,False,-2,000011
False,True,False,-2,00001
False,True,False,-2,00001
False,True,False,-2,000009
False,True,False,-2,000009
False,True,False,-2,000008
False,True,False,-2,000008
False,True,False,-2,000007
False,True,False,-2,000007
False,True,False,-2,000007
False,True,False,-2,000006
False,True,False,-2,000006
False,True,False,-2,000006
False,True,False,-2,000005
False,False,False,-2,000005
False,False,False,-2,000005
False,False,False,-2,000005
False,False,False,-2,000005
False,False,False,-2,000004
False,False,False,-2,000004
False,False,False,-2,000004
False,False,False,-2,000004
False,False,False,-2,000003
False,False,False,-2,000003
False,False,False,-2,000003
False,False,False,-2,000003
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
False,False,False,-2,000002
